IdFilm,Titre,Genres
86960,Across the Hall (2009),Thriller
87028,"Roommate, The (2011)",Drame|Thriller
87192,Attack the Block (2011),Action|ComÈdie|Sci-Fi
87194,The Way (2010),Aventure|ComÈdie|Drame
87197,Let the Bullets Fly (2010),Action|ComÈdie
87222,Kung Fu Panda 2 (2011),Action|Aventure|Animation|Enfants|ComÈdie|IMAX
87232,X-Men: First Class (2011),Action|Aventure|Sci-Fi|Thriller|Guerre
87234,Submarine (2010),ComÈdie|Drame|Romance
87287,American Grindhouse (2010),Documentaire
87298,Everything Must Go (2010),ComÈdie|Drame
87304,Beginners (2010),Drame
87306,Super 8 (2011),MystËre|Sci-Fi|Thriller|IMAX
87413,Bernie (1996),ComÈdie|Drame
87430,Green Lantern (2011),Action|Aventure|Sci-Fi
87444,Elektra Luxx (2010),ComÈdie
87483,Mr. Popper's Penguins (2011),ComÈdie
87485,Bad Teacher (2011),ComÈdie
87520,Transformers: Dark of the Moon (2011),Action|Aventure|Sci-Fi|Guerre|IMAX
87522,Larry Crowne (2011),ComÈdie|Drame|Romance
87529,Your Highness (2011),Action|Aventure|ComÈdie|Fantaisie
87660,Too Big to Fail (2011),Drame
87785,Takers (2010),Action|Crime|Thriller
87834,My Life as McDull (Mak dau goo si) (2001),Animation|ComÈdie|Drame
87867,Zookeeper (2011),ComÈdie
87869,Horrible Bosses (2011),ComÈdie|Crime
87876,Cars 2 (2011),Aventure|Animation|Enfants|ComÈdie|IMAX
87960,Between the Folds (2008),Documentaire
88069,Delhi Belly (2011),ComÈdie|Crime
88094,Upside Down: The Creation Records Story (2010),Documentaire
88108,Monte Carlo (2011),Aventure|ComÈdie|Romance
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Aventure|Drame|Fantaisie|MystËre|IMAX
88129,Drive (2011),Crime|Drame|Film-Noir|Thriller
88140,Captain America: The First Avenger (2011),Action|Aventure|Sci-Fi|Thriller|Guerre
88163,"Crazy, Stupid, Love. (2011)",ComÈdie|Drame|Romance
88179,One Day (2011),Drame|Romance
88235,"Guard, The (2011)",ComÈdie|Crime
88267,Winnie the Pooh (2011),Animation|Enfants|ComÈdie
88272,"Woman, The (2011)",Horreur
88327,"New One-Armed Swordsman, The (Xin du bi dao) (1971)",Action|Drame|Guerre
88345,Mike's New Car (2002),Animation|ComÈdie
88356,"Smurfs, The (2011)",Animation|Enfants|ComÈdie
88405,Friends with Benefits (2011),ComÈdie|Romance
88448,Paper Birds (P√°jaros de papel) (2010),ComÈdie|Drame
88515,Blitz (2011),Action|Crime|Thriller
88593,"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)",Crime|Drame|Thriller
88672,Our Idiot Brother (2011),ComÈdie
88697,SUBWAYStories: Tales from the Underground (1997),Drame
88699,Death Race 2 (2010),Action|Sci-Fi|Thriller
88744,Rise of the Planet of the Apes (2011),Action|Drame|Sci-Fi|Thriller
88746,Terri (2011),ComÈdie
88785,"Change-Up, The (2011)",ComÈdie
88810,"Help, The (2011)",Drame
88812,30 Minutes or Less (2011),Action|ComÈdie|Crime
88911,My Afternoons with Margueritte (La t√™te en friche) (2010),ComÈdie
88932,Final Destination 5 (2011),Horreur|Thriller|IMAX
88954,"Very Harold & Kumar 3D Christmas, A (2011)",ComÈdie
89028,Don't Be Afraid of the Dark (2010),Horreur|Thriller
89030,Fright Night (2011),ComÈdie|Horreur
89039,Another Earth (2011),Drame|Romance|Sci-Fi
89047,Hesher (2010),Drame
89072,Stake Land (2010),Horreur
89085,"Debt, The (2011)",Drame|Thriller
89087,Colombiana (2011),Action|Aventure|Drame|Thriller
89090,Bill Cunningham New York (2011),Documentaire
89118,"Skin I Live In, The (La piel que habito) (2011)",Drame
89190,Conan the Barbarian (2011),Action|Aventure|Fantaisie
89208,Walled In (2009),Horreur|Thriller
89281,Birdemic: Shock and Terror (2010),Romance|Thriller
89305,"Inbetweeners Movie, The (2011)",Aventure|ComÈdie
89343,Red State (2011),Action|Crime|Horreur|Thriller
89386,Pearl Jam Twenty (2011),Documentaire|Musicale
89388,I Don't Know How She Does It (2011),ComÈdie
89427,Shark Night 3D (2011),Horreur|Thriller
89470,Contagion (2011),Sci-Fi|Thriller|IMAX
89492,Moneyball (2011),Drame
89580,Neds (2010),Drame
89582,Cold Fish (Tsumetai nettaigyo) (2010),Drame|Thriller
89586,Phineas and Ferb the Movie: Across the 2nd Dimension (2011),Aventure|Animation|Enfants
89678,Northanger Abbey (2007),Drame|Romance
89745,"Avengers, The (2012)",Action|Aventure|Sci-Fi|IMAX
89753,Tinker Tailor Soldier Spy (2011),Drame|Film-Noir|Thriller
89759,"Separation, A (Jodaeiye Nader az Simin) (2011)",Drame
89761,"Dangerous Method, A (2011)",Drame|Thriller
89774,Guerrerior (2011),Drame
89804,"Ides of March, The (2011)",Drame
89837,Kill List (2011),Horreur|MystËre|Thriller
89840,Killer Elite (2011),Action|Thriller
89862,Bellflower (2011),Action|Drame|Romance
89864,50/50 (2011),ComÈdie|Drame
89898,Generation P (2011),ComÈdie|Drame|Sci-Fi
89904,The Artist (2011),ComÈdie|Drame|Romance
89939,Gigi (1949),ComÈdie
89945,BlinkyTM (2011),Horreur|Sci-Fi
90057,Take Shelter (2011),Drame
90243,Three Outlaw Samurai (Sanbiki no samurai) (1964),Action|Drame
90245,Antonio Gaud√≠ (1985),Documentaire
90249,Real Steel (2011),Action|Drame|Sci-Fi|IMAX
90343,Footloose (2011),ComÈdie|Drame|Musicale
90345,"Thing, The (2011)",Horreur|MystËre|Sci-Fi|Thriller
90353,Beautiful Boy (2010),Drame
90357,Tyrannosaur (2011),Drame
90374,Martha Marcy May Marlene (2011),Drame|Thriller
90376,We Need to Talk About Kevin (2011),Drame|Thriller
90384,Behind Enemy Lines II: Axis of Evil (2006),Action|Thriller|Guerre
90403,"Three Musketeers, The (2011)",Action|Aventure
90405,In Time (2011),Crime|Sci-Fi|Thriller
90428,Margaret (2011),Drame
90430,Carnage (2011),ComÈdie|Drame
90439,Margin Call (2011),Drame|Thriller
90469,Paranormal Activity 3 (2011),Horreur
90471,Puncture (2011),Drame
90522,Johnny English Reborn (2011),Aventure|ComÈdie|Thriller
90524,Abduction (2011),Action|Drame|MystËre|Thriller
90528,This Must Be the Place (2011),Crime|Drame|Thriller
90531,Shame (2011),Drame
90576,What's Your Number? (2011),ComÈdie|Romance
90600,Headhunters (Hodejegerne) (2011),Action|Crime|Thriller
90603,Batman: Year One (2011),Action|Animation|Crime
90630,Miss Representation (2011),Documentaire
90647,Puss in Boots (2011),Aventure|Animation|ComÈdie|Fantaisie|IMAX
90717,Tower Heist (2011),Action|ComÈdie|Crime
90719,J. Edgar (2011),Drame
90738,"Double, The (2011)",Action|Crime|Drame|MystËre|Thriller
90746,"Aventures of Tintin, The (2011)",Action|Animation|MystËre|IMAX
90769,Starsuckers (2009),Documentaire
90809,Tomboy (2011),Drame
90863,George Harrison: Living in the Material World (2011),Documentaire
90866,Hugo (2011),Enfants|Drame|MystËre
90888,Immortals (2011),Action|Drame|Fantaisie
90890,Jack and Jill (2011),ComÈdie
90943,Into the Abyss (2011),Documentaire
90945,"Sign of Four, The (1987)",Aventure|Crime|Drame
91077,"Descendants, The (2011)",ComÈdie|Drame
91079,Like Crazy (2011),Drame|Romance
91094,"Muppets, The (2011)",Enfants|ComÈdie|Musicale
91104,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",Aventure|Drame|Fantaisie|Romance
91126,Guerre Horse (2011),Drame|Guerre
91128,"Rum Diary, The (2011)",ComÈdie|Drame|Thriller
91233,Lifted (2006),Animation|ComÈdie|Sci-Fi
91261,Hipsters (Stilyagi) (2008),Drame|Musicale|Romance
91266,Another Cinderella Story (2008),Enfants|ComÈdie|Musicale|Romance
91273,Bunraku (2010),Action|Drame|Fantaisie
91323,"Sitter, The (2011)",ComÈdie
91325,Extremely Loud and Incredibly Close (2011),Drame
91337,Play the Game (2009),ComÈdie|Romance
91353,Asterix in America (a.k.a Asterix Conquers America) (Ast√©rix et les Indiens) (1994),Aventure|Animation|Enfants|ComÈdie
91355,Asterix and the Vikings (Ast√©rix et les Vikings) (2006),Aventure|Animation|Enfants|ComÈdie|Fantaisie
91386,Happy Feet Two (2011),Animation|Enfants|ComÈdie|IMAX
91414,Arthur Christmas (2011),Animation|Enfants|ComÈdie|Drame
91470,Violet & Daisy (2011),Action|Drame
91483,Bullet to the Head (2012),Action|Crime|Film-Noir
91485,"Expendables 2, The (2012)",Action|Aventure
91488,"Snowman, The (1982)",Animation|Enfants|Musicale
91500,The Hunger Games (2012),Action|Aventure|Drame|Sci-Fi|Thriller
91529,"Dark Knight Rises, The (2012)",Action|Aventure|Crime|IMAX
91535,"Bourne Legacy, The (2012)",Action|Aventure|Drame|Thriller|IMAX
91542,Sherlock Holmes: A Game of Shadows (2011),Action|Aventure|ComÈdie|Crime|MystËre|Thriller
91571,Coriolanus (2011),Drame|Thriller
91622,Young Adult (2011),ComÈdie|Drame
91628,New Year's Eve (2011),ComÈdie|Romance
91630,Mission: Impossible - Ghost Protocol (2011),Action|Aventure|Thriller|IMAX
91653,We Bought a Zoo (2011),ComÈdie|Drame
91658,"Girl with the Dragon Tattoo, The (2011)",Drame|Thriller
91660,"Darkest Hour, The (2011)",Action|Horreur|Sci-Fi|Thriller
91666,Last Holiday (1950),ComÈdie|Drame|Romance
91671,Alvin and the Chipmunks: Chipwrecked (2011),Animation|ComÈdie
91688,Salvation Boulevard (2011),ComÈdie|Thriller
91690,Friends with Kids (2011),ComÈdie
91784,Girl Walks Into a Bar (2011),ComÈdie|Drame|Fantaisie
91842,Contraband (2012),Action|Crime|Drame|Thriller
91860,"Way South, The (De weg naar het zuiden) (1981)",Documentaire
91869,Being Elmo: A Puppeteer's Journey (2011),Documentaire
91873,Joyful Noise (2012),ComÈdie|Musicale
91890,"Iron Lady, The (2011)",Drame
91935,Albatross (2011),Drame
91947,"Revenant, The (2009)",ComÈdie|Horreur
91974,Underworld: Awakening (2012),Action|Fantaisie|Horreur|IMAX
91976,"Grey, The (2012)",Action|Drame
91978,Man on a Ledge (2012),Crime|Thriller
91981,Sacrifice (Zhao shi gu er) (2010),Drame
92008,Haywire (2011),Action|Thriller
92046,Contact High (2009),ComÈdie
92048,"Whistleblower, The (2010)",Drame|Thriller
92094,Einstein and Eddington (2008),Drame
92192,Apollo 18 (2011),Horreur|Sci-Fi|Thriller
92198,Seeking Justice (2011),Action|Drame|Thriller
92234,Red Tails (2012),Action|Aventure|Drame|Guerre
92243,"Flowers of Guerre, The (Jin l√≠ng sh√≠ san chai) (2011)",Drame|Guerre
92259,Intouchables (2011),ComÈdie|Drame
92264,One for the Money (2012),Action|ComÈdie|Crime
92309,"Innkeepers, The (2011)",Horreur|Thriller
92348,Puss in Boots (Nagagutsu o haita neko) (1969),Aventure|Animation|Enfants|ComÈdie|Fantaisie|Romance
92391,Grave Encounters (2011),Horreur
92420,Chronicle (2012),Action|Sci-Fi|Thriller
92422,"Woman in Black, The (2012)",Drame|Horreur|Thriller
92427,Woman in Love (Rubbeldiekatz) (2011),ComÈdie
92439,"Art of Getting By, The (2011)",Drame|Romance
92475,All Watched Over by Machines of Loving Grace (2011),Documentaire
92494,Dylan Moran: Monster (2004),ComÈdie|Documentaire
92507,Safe House (2012),Action|Crime|MystËre|Thriller
92509,"Vow, The (2012)",Drame|Romance
92535,Louis C.K.: Live at the Beacon Theater (2011),ComÈdie
92637,Pitfall (Otoshiana) (1962),Crime|Drame|Fantaisie
92643,Monsieur Lazhar (2011),Enfants|ComÈdie|Drame
92665,"For a Good Time, Call... (2012)",ComÈdie|Drame|Romance
92674,Janie Jones (2010),Drame|Musicale
92681,Journey 2: The Mysterious Island (2012),Action|Aventure|ComÈdie|Sci-Fi|IMAX
92694,Perfect Sense (2011),Drame|Romance|Sci-Fi
92730,Rollo and the Woods Sprite (R√∂lli ja mets√§nhenki) (2001),Enfants|Fantaisie
92760,"Atomic Brain, The (1963)",Horreur|Sci-Fi
92938,Ghost Rider: Spirit of Vengeance (2012),Action|Fantaisie|Thriller
92954,Prayers for Bobby (2009),Drame
93006,"Very Potter Musicale, A (2009)",ComÈdie|Musicale
93008,"Very Potter Sequel, A (2010)",ComÈdie|Musicale
93022,Miss Nobody (2010),ComÈdie|Crime
93040,"Civil Guerre, The (1990)",Documentaire|Guerre
93114,Ro.Go.Pa.G. (1963),ComÈdie|Drame
93134,"Women on the 6th Floor, The (Les Femmes du 6√®me √âtage) (2010)",ComÈdie
93139,Mega Shark vs. Crocosaurus (2010),Action|Aventure|Horreur
93193,Red Hill (2010),Crime|Thriller|Occidentale
93208,Mickey's The Prince and the Pauper (1990),Animation|Enfants
93242,Gone (2012),Drame|Thriller
93270,Project X (2012),ComÈdie
93272,Dr. Seuss' The Lorax (2012),Animation|Fantaisie|Musicale|IMAX
93287,"Big Year, The (2011)",ComÈdie
93297,Act of Valor (2012),Action|Thriller|Guerre
93320,Trailer Park Boys (1999),ComÈdie|Crime
93326,This Means Guerre (2012),Action|ComÈdie|Romance
93363,John Carter (2012),Action|Aventure|Sci-Fi|IMAX
93443,Goon (2011),ComÈdie|Drame
93502,"Ledge, The (2011)",Drame|Thriller
93510,21 Jump Street (2012),Action|ComÈdie|Crime
93512,"Jeff, Who Lives at Home (2012)",ComÈdie|Drame
93563,Lockout (2012),Action|Sci-Fi|Thriller
93598,"Snowtown (Snowtown Murders, The) (2011)",Crime|Drame|Thriller
93610,Space Battleship Yamato (2010),Action|Aventure|Drame
93721,Jiro Dreams of Sushi (2011),Documentaire
93723,Damsels in Distress (2011),ComÈdie|Romance
93740,Salmon Fishing in the Yemen (2011),ComÈdie|Drame|Romance
93766,Wrath of the Titans (2012),Action|Aventure|Fantaisie|IMAX
93790,Detachment (2011),Drame
93805,Iron Sky (2012),Action|ComÈdie|Sci-Fi
93819,Absentia (2011),Horreur
93831,American Reunion (American Pie 4) (2012),ComÈdie
93838,The Raid: Redemption (2011),Action|Crime
93840,"Cabin in the Woods, The (2012)",ComÈdie|Horreur|Sci-Fi|Thriller
93855,God Bless America (2011),ComÈdie|Drame
93980,"Three Stooges, The (2012)",ComÈdie
93982,"Raven, The (2012)",MystËre|Thriller
93988,North & South (2004),Drame|Romance
94011,"Big Bang, The (2011)",Action|Thriller
94015,Mirror Mirror (2012),Aventure|ComÈdie|Fantaisie
94018,Battleship (2012),Action|Sci-Fi|Thriller|IMAX
94070,"Best Exotic Marigold Hotel, The (2011)",ComÈdie|Drame
94122,Comic-Con Episode IV: A Fan's Hope (2011),Documentaire
94130,Bully (2011),Documentaire
94150,Hysteria (2011),ComÈdie|Romance
94160,Dante's Inferno: An Animated Epic (2010),Action|Animation|Fantaisie
94262,"Atomic Submarine, The (1959)",Sci-Fi|Thriller
94266,"Five-Year Engagement, The (2012)",ComÈdie|Romance
94323,Think Like a Man (2012),ComÈdie
94325,"Lucky One, The (2012)",Drame
94405,Safe (2012),Action|Crime|Thriller
94478,Dark Shadows (2012),ComÈdie|Horreur|IMAX
94494,96 Minutes (2011) ,Drame|Thriller
94503,"Decoy Bride, The (2011)",ComÈdie|Romance
94661,Rocket Singh: Salesman of the Year (2009),ComÈdie|Drame
94677,"Dictator, The (2012)",ComÈdie
94735,Walking with Monsters (2005),Documentaire
94777,Men in Black III (M.III.B.) (M.I.B.¬≥) (2012),Action|ComÈdie|Sci-Fi|IMAX
94780,Snow White and the Huntsman (2012),Action|Aventure|Drame
94799,Sound of My Voice (2011),Drame|MystËre|Sci-Fi
94810,Eva (2011),Drame|Fantaisie|Sci-Fi
94833,"Pirates! Band of Misfits, The (2012)",Aventure|Animation|Enfants|ComÈdie
94864,Prometheus (2012),Action|Horreur|Sci-Fi|IMAX
94867,"Pact, The (2012)",Horreur|MystËre|Thriller
94896,Bernie (2011),ComÈdie|Crime|Drame
94919,Inhale (2010),Drame|Thriller
94931,Take This Waltz (2011),Drame|Romance
94953,Wanderlust (2012),ComÈdie
94959,Moonrise Kingdom (2012),ComÈdie|Drame|Romance
94985,Get the Gringo (2012),Action|Crime|Drame|Thriller
95004,Superman/Doomsday (2007) ,Action|Animation
95067,"Thousand Words, A (2012)",ComÈdie|Drame
95088,Safety Not Guaranteed (2012),ComÈdie|Drame
95105,Madagascar 3: Europe's Most Wanted (2012),Aventure|Animation|Enfants|ComÈdie|IMAX
95135,Your Sister's Sister (2011),ComÈdie|Drame
95145,Dragon Ball: The Curse Of The Blood Rubies (Doragon b√¥ru: Shenron no densetsu) (1986),Action|Aventure|Animation|Enfants
95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon b√¥ru: Majinj√¥ no nemuri hime) (1987),Action|Aventure|Animation|Enfants
95149,Superman/Batman: Public Enemies (2009),Action|Animation|Fantaisie
95163,Dragon Ball: Mystical Aventure (Doragon b√¥ru: Makafushigi dai b√¥ken) (1988),Action|Aventure|Animation|Enfants
95165,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon b√¥ru Z: Kono yo de ichiban tsuyoi yatsu) (1990),Action|Aventure|Animation|Sci-Fi|Thriller
95167,Brave (2012),Action|Aventure|Animation|Enfants
95170,Beauty and the Beast: The Enchanted Christmas (1997),Animation|Enfants|Fantaisie|Musicale
95175,Front of the Class (2008),Drame
95182,Dragon Ball Z the Movie: The Tree of Might (Doragon b√¥ru Z 3: Chiky√ª marugoto ch√¥ kessen) (1990),Action|Aventure|Animation|Sci-Fi
95193,Pocahontas II: Journey to a New World (1998) ,Aventure|Animation|Enfants
95199,What to Expect When You're Expecting (2012),ComÈdie|Drame|Romance
95201,To Rome with Love (2012),ComÈdie
95207,Abraham Lincoln: Vampire Hunter (2012),Action|Fantaisie|Horreur|Thriller
95218,First Position (2011),Documentaire
95307,Rock of Ages (2012),ComÈdie|Drame|Musicale|IMAX
95309,Seeking a Friend for the End of the World (2012),ComÈdie|Drame|Romance
95311,Presto (2008),Animation|Enfants|ComÈdie|Fantaisie
95313,Jack-Jack Attack (2005),Aventure|Animation|Enfants|ComÈdie
95377,One Man Band (2005),Animation|ComÈdie|Musicale
95441,Ted (2012),ComÈdie|Fantaisie
95449,Magic Mike (2012),Drame|Romance
95473,Dragon Ball Z: The Return of Cooler (Doragon b√¥ru Z 6: Gekitotsu! Hyakuoku paw√¢ no senshi) (1992),Action|Aventure|Animation
95475,Dragon Ball Z: Cooler's Revenge (Doragon b√¥ru Z 5: Tobikkiri no saiky√¥ tai saiky√¥) (1991),Action|Aventure|Animation
95497,Dragon Ball Z: Super Android 13! (Doragon b√¥ru Z 7: Kyokugen batoru!! San dai s√ªp√¢ saiyajin) (1992),Action|Aventure|Animation
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon b√¥ru Z 8: Moetsukiro!! Nessen retsusen-ch√¥ gekisen) (1993),Action|Aventure|Animation
95508,Cleanskin (2012),Crime|Drame|Thriller
95510,"Amazing Spider-Man, The (2012)",Action|Aventure|Sci-Fi|IMAX
95519,Dragon Ball Z: Bojack Unbound (Doragon b√¥ru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),Action|Aventure|Animation|Fantaisie
95543,Ice Age 4: Continental Drift (2012),Aventure|Animation|ComÈdie
95558,Beasts of the Southern Wild (2012),Drame|Fantaisie
95583,Savages (2012),Crime|Drame|Thriller
95624,"Firm, The (2009)",Drame
95633,Spirit Camp (2009),Horreur
95654,Geri's Game (1997),Animation|Enfants
95690,Some Guy Who Kills People (2011),ComÈdie|Thriller
95717,Treasure Island (2012),Aventure
95720,"Watch, The (2012)",ComÈdie|Sci-Fi
95738,"Aventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",Enfants|Musicale|MystËre
95744,2 Days in New York (2012),ComÈdie
95761,Killer Joe (2011),Crime|Thriller
95771,Dragon Ball Z: Broly Second Coming (Doragon b√¥ru Z 10: Kiken na futari! S√ªp√¢ senshi wa nemurenai) (1994),Action|Aventure|Animation
95780,Dragon Ball Z: Bio-Broly (Doragon b√¥ru Z 11: S√ªp√¢ senshi gekiha! Katsu no wa ore da) (1994),Action|Aventure|Animation
95796,Anaconda: The Offspring (2008),Action|Horreur|Sci-Fi|Thriller
95839,"Christmas Carol, A (1999)",Drame|Fantaisie
95843,Goodbye Charlie (1964),ComÈdie|Fantaisie|Romance
95858,For the Birds (2000),Animation|Enfants|ComÈdie
95873,Ruby Sparks (2012),ComÈdie|Fantaisie|Romance
95875,Total Recall (2012),Action|Sci-Fi|Thriller
95939,"Angels' Share, The (2012)",ComÈdie|Drame
95949,"Immature, The (Immaturi) (2011)",ComÈdie
95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon b√¥ru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),Action|Aventure|Animation
96004,Dragon Ball Z: The History of Trunks (Doragon b√¥ru Z: Zetsub√¥ e no hank√¥!! Nokosareta ch√¥ senshi - Gohan to Torankusu) (1993),Action|Aventure|Animation
96007,Dragon Ball GT: A Hero's Legacy (Doragon b√¥ru GT: Gok√ª gaiden! Y√ªki no akashi wa s√ª-shin-ch√ª) (1997),Action|Aventure|Animation
96020,Sidewalls (Medianeras) (2011),Drame
96079,Skyfall (2012),Action|Aventure|Thriller|IMAX
96084,Hands Over the City (Le mani sulla citt√†) (1963),Drame
96110,"Campaign, The (2012)",ComÈdie
96114,Brake (2012),Crime|Thriller
96121,Hope Springs (2012),ComÈdie|Drame
96150,"Queen of Versailles, The (2012)",Documentaire
96281,ParaNorman (2012),Aventure|Animation|ComÈdie
96283,Diary of a Wimpy Kid: Dog Days (2012),Enfants|ComÈdie
96373,Broken (2012),Drame
96411,6 Days to Air: The Making of South Park (2011),Documentaire
96417,Premium Rush (2012),Action|Thriller
96430,"Odd Life of Timothy Green, The (2012)",ComÈdie|Drame|Fantaisie
96432,Lawless (2012),Crime|Drame
96448,Piranha 3DD (a.k.a. Piranha DD) (2012),ComÈdie|Horreur
96471,Prime Suspect 3 (1993),Crime|Drame|MystËre
96488,Searching for Sugar Man (2012),Documentaire
96518,Prime Suspect 6: The Last Witness (2003),Drame|Thriller
96520,Prime Suspect: The Lost Child (1995),Drame|MystËre
96530,Conception (2011),ComÈdie|Romance
96563,Paradise Lost 3: Purgatory (2011),Documentaire
96567,"Words, The (2012)",Drame|Romance
96588,Pitch Perfect (2012),ComÈdie|Musicale
96606,Samsara (2011),Documentaire
96608,Runaway Brain (1995) ,Animation|ComÈdie|Sci-Fi
96610,Looper (2012),Action|Crime|Sci-Fi
96616,That's My Boy (2012),ComÈdie
96655,Robot & Frank (2012),ComÈdie|Drame|Sci-Fi
96691,Resident Evil: Retribution (2012),Action|Horreur|Sci-Fi|IMAX
96726,Lola Versus (2012),ComÈdie|Romance
96728,"Master, The (2012)",Drame
96737,Dredd (2012),Action|Sci-Fi
96811,End of Watch (2012),Crime|Drame|Thriller
96815,V/H/S (2012),Horreur|Thriller
96821,"Perks of Being a Wallflower, The (2012)",Drame|Romance
96829,"Hunt, The (Jagten) (2012)",Drame
96832,Holy Motors (2012),Drame|Fantaisie|Musicale|MystËre|Sci-Fi
96861,Taken 2 (2012),Action|Crime|Drame|Thriller
96917,House at the End of the Street (2012),Horreur|Thriller
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),ComÈdie|Fantaisie|Romance
96945,Love Lasts Three Years (L'amour dure trois ans) (2011),ComÈdie|Drame|Romance
96964,"Tall Man, The (2012)",Crime|Drame|MystËre
96975,LOL (2012),ComÈdie|Drame|Romance
97024,Rust and Bone (De rouille et d'os) (2012),Drame|Romance
97168,Marley (2012),Documentaire
97172,Frankenweenie (2012),Animation|ComÈdie|Horreur|IMAX
97188,Sinister (2012),Horreur|Thriller
97194,"Thing: Terror Takes Shape, The (1998)",Documentaire
97225,Hotel Transylvania (2012),Animation|Enfants|ComÈdie
97230,Side by Side (2012),Documentaire
97285,Take Aim at the Police Van (Sono gos√¥sha wo nerae: 'J√ªsang√¥ taihisen' yori) (1960),Action|Crime|MystËre
97304,Argo (2012),Drame|Thriller
97306,Seven Psychopaths (2012),ComÈdie|Crime
97328,Liberal Arts (2012),ComÈdie|Drame
97470,Catch .44 (2011),Action|Drame|Thriller
97643,[REC]¬≥ 3 G√©nesis (2012),Horreur|Thriller
97665,Asterix & Obelix: God Save Britannia (Ast√©rix et Ob√©lix: Au service de Sa Majest√©) (2012),Aventure|ComÈdie
97701,Paranormal Activity 4 (2012),Horreur|IMAX
97742,Alex Cross (2012),Action|Crime|MystËre|Thriller
97752,Cloud Atlas (2012),Drame|Sci-Fi|IMAX
97757,'Hellboy': The Seeds of Creation (2004),Action|Aventure|ComÈdie|Documentaire|Fantaisie
97785,Silent Hill: Revelation 3D (2012),Horreur|MystËre|Thriller
97836,Here Comes the Boom (2012),Action|ComÈdie
97858,Mental (2012),ComÈdie|Drame
97860,Killing Them Softly (2012),Crime|Drame|Thriller
97866,"Imposter, The (2012)",Documentaire
97870,"Sessions, The (Surrogate, The) (2012)",Drame
97904,Smashed (2012),ComÈdie|Drame
97913,Wreck-It Ralph (2012),Animation|ComÈdie
97921,Silver Linings Playbook (2012),ComÈdie|Drame
97923,Flight (2012),Drame
97936,Anna Karenina (2012),Drame
97938,Life of Pi (2012),Aventure|Drame|IMAX
97950,"Man with the Iron Fists, The (2012)",Action|Aventure|Crime
97988,"Bay, The (2012)",Horreur|Sci-Fi|Thriller
98061,Himizu (2011),Enfants|Crime|Drame
98083,Jackass 3.5 (2011),ComÈdie|Documentaire
98122,Indie Game: The Movie (2012),Documentaire
98124,"Batman: The Dark Knight Returns, Part 1 (2012)",Action|Animation|Sci-Fi
98154,Lincoln (2012),Drame|Guerre
98160,Nature Calls (2012),ComÈdie
98175,Vamps (2012),ComÈdie|Horreur|Romance
98203,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",Aventure|Drame|Fantaisie|Romance|IMAX
98230,10 Years (2011),ComÈdie|Drame|Romance
98239,Red Dawn (2012),Action|Guerre
98243,Rise of the Guardians (2012),Aventure|Animation|Enfants|Fantaisie|IMAX
98279,"Fantastic Fear of Everything, A (2012)",ComÈdie
98296,Deadfall (2012),Crime|Drame|Thriller
98361,Byzantium (2012),Drame|Fantaisie|Thriller
98491,Paperman (2012),Animation|ComÈdie|Romance
98499,"Fearless Hyena, The (Xiao quan guai zhao) (1979)",Action|ComÈdie
98503,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980),Action|ComÈdie
98585,Hitchcock (2012),Drame
98604,From Up on Poppy Hill (Kokuriko-zaka kara) (2011),Animation|Drame|Romance
98607,Redline (2009),Action|Animation|Sci-Fi
98623,Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),Action|ComÈdie|Crime
98633,My Lucky Stars (Fuk sing go jiu) (1985),Action|ComÈdie
98697,"Money Money Money (L'aventure, c'est l'aventure) (1972)",Aventure|ComÈdie
98799,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",Animation|ComÈdie
98809,"Hobbit: An Unexpected Journey, The (2012)",Aventure|Fantaisie|IMAX
98836,Hyde Park on Hudson (2012),ComÈdie|Drame
98908,How to Make Love to a Woman (2010),ComÈdie|Romance
98961,Zero Dark Thirty (2012),Action|Drame|Thriller
99005,Fire with Fire (2012),Action|Crime|Drame
99007,Guerrem Bodies (2013),ComÈdie|Horreur|Romance
99030,Wrong (2012),ComÈdie|Drame
99087,Playing for Keeps (2012),ComÈdie|Romance
99106,"Guilt Trip, The (2012)",ComÈdie
99112,Jack Reacher (2012),Action|Crime|Thriller
99114,Django Unchained (2012),Action|Drame|Occidentale
99117,This Is 40 (2012),Drame
99122,I Bought a Vampire Motorcycle (1990),ComÈdie|Horreur
